Gene	granule	basket	astrocyte	oligo	opc
Alpk1	3571.5	3445.5	4211.5	3479.5	3376.25
Med29	8065.125	5357.875	1932.25	5125.125	8840.125
Crispld2	5006.25	4870	5503.625	4937.25	1991.75
Mutyh	6103.75	8091.75	1343.5	7999.875	3608.25
Itfg2	5750.25	8242.375	7831.125	1537.875	4547
Yif1b	4985.625	4853.5	5478.625	4912	2082.75
Sik3	8479	5205.75	9816	963.375	4111.875
Hoxd3	3571.5	3445.5	4211.5	3479.5	3376.25
Sh3bgrl3	7036.125	2419.75	5050.625	5162.75	9818.375
Cpz	3571.5	3445.5	4211.5	3479.5	3376.25
Tbx5	3571.5	3445.5	4211.5	3479.5	3376.25
Pdk3	4186.875	2533.125	6660.375	6165.5	6078.625
Dbn1	7534.375	3984.5	6288.875	7255.75	2399.625
Qrfpr	3571.5	3445.5	4211.5	3479.5	3376.25
Pla2g12a	1714.625	3046.125	5739.375	10208	7982.75
Glrb	5925.5	886	10090.125	8486.625	3215.375
Ercc2	4634.625	4494.375	3823.25	4533.75	4415.5
Xpnpep2	3571.5	3445.5	4211.5	3479.5	3376.25
Rflnb	3571.5	3445.5	4211.5	3479.5	3376.25
Foxm1	4634.625	4492.75	3826	4534.125	4416.25
Crot	3636.75	6598.875	6866.125	6426.5	2122.75
Zfp36l2	9188.75	9089.125	496.125	3059.625	5485.375
Zfp830	5747	10654.375	2826.75	3238.875	5483.5
Lrp6	5523.875	9345.25	7315.625	1999.125	4002.25
Nup133	1919.75	4340.25	6459	5741.5	9490.75
Npy1r	4945.5	2998.625	5273.875	4665.875	4564.25
Dusp27	3571.5	3445.5	4211.5	3479.5	3376.25
Ttc38	4919.375	4790.625	2636.125	4849.5	4720.625
4933413G19Rik	5936.375	5784.625	4930.375	2596.75	5728
Cpeb4	9746.125	1499.5	4104.625	7901	5394
Arntl	5710.125	1249.125	3263.25	8677.125	8617.5
Plekha8	2055	7994.25	3672.375	8750.125	5930.25
Actrt3	3571.5	3445.5	4211.5	3479.5	3376.25
Ehd3	8205.625	139.5	10198.625	6206.125	3726
Hand1	3571.5	3445.5	4211.5	3479.5	3376.25
Rasal1	5348.25	5229	5863.25	670.75	5197.75
Tbc1d30	3470.375	4721	5203	4599.125	4502
Ppp1r12b	3689.75	6076.25	7768.625	1291.75	9989.75
Tekt2	4810.125	4667.125	5299.625	4717.875	2812.875
Mos	3571.5	3445.5	4211.5	3479.5	3376.25
Champ1	4611.5	7727.875	7785	3726.125	4068.875
Bola3	4075	572.375	6834.375	7764.75	9152.5
Rab4a	2963.125	5445.75	3657.625	7790	9716.5
Gng11	3571.5	3445.5	4211.5	3479.5	3376.25
Rbpj	6471.625	8526.625	9783.75	1142.125	2724.75
Anp32b	7666	10060.125	5885.25	2839.75	2671.5
Praf2	9994	4438	3317	8261.625	4621.375
Suox	8783.625	4503.375	2339.5	6058.875	5917.125
Haghl	4986.875	4857.25	2332.625	4926.875	4792.5
Tmem143	7665.25	7520.875	2112.375	4642.5	5331.875
Slc35f5	4145.5	6148.875	9196.125	7219.75	1622.375
Polr3g	7558.375	5877.5	7625.875	2165.875	4334.625
Mal	9286.875	9194.5	5574.375	45.25	3257.625
Dhx38	8495.5	8383	5651.875	1742	3091.875
Cplx1	3528.875	1097.25	8688.25	10059.25	4977.5
Myo10	4913.875	4771.5	5404.625	4833.625	2401.125
Emilin3	6073.625	5923.375	4462	2653.75	5870.875
Taf1a	7603	4072.25	7641.75	5658.625	2316.25
Plekhg1	4877.5	4740.5	5392.75	2610.375	4690.875
Hsp90ab1	7590.125	1928.75	7921.75	4737.625	7795
Car5a	3571.5	3445.5	4211.5	3479.5	3376.25
Mynn	5773.625	1236.75	8400	10154.375	3098.875
Pxn	5968.125	7421.5	6206.875	4461.25	2230.875
Ddx20	253.25	3975.125	8236.25	9500.625	6640.875
Syt2	2993.5	97	6827.625	8329.5	10336.375
Snai3	4698.625	5955	2976	5844	5726.625
Slc10a7	4931.75	4792.5	5423.875	4854.125	2297.625
Gpa33	3571.5	3445.5	4211.5	3479.5	3376.25
Creb3l4	4678	4536.5	3656.25	4576.5	4457.25
Rps15	8721.25	5519.5	4181.875	514.875	9476.75
Flad1	4834.875	4697.25	5346.125	2784.625	4646.625
Zfand5	2535	10034.625	1668.375	6067.375	8499.75
Nsfl1c	7626.75	5706	7981.5	3311.625	4169.875
Setd1b	6404.5	5763	4530.875	6258.625	2548.5
1700013F07Rik	3571.5	3445.5	4211.5	3479.5	3376.25
Nbr1	9040.875	6018	2828.875	4205.75	5779.25
Olfml2b	3571.5	3445.5	4211.5	3479.5	3376.25
Gpnmb	5075.125	4943.125	5578.625	5014.75	1708.5
Fto	5721.25	8485	3397.125	3968.625	6863.125
Aass	8739.625	8638.25	1608.125	4614	3597.25
Trappc11	2041.875	4079.375	7645.125	5546.25	9681.125
Txnl4b	4124.5	5572.375	8022.875	3384.5	6849.375
5330417C22Rik	3571.5	3445.5	4211.5	3479.5	3376.25
Camkk1	3571.5	3445.5	4211.5	3479.5	3376.25
Smim17	9641.75	182.125	6606.25	8110.75	3967.625
Ppp4r4	6720.75	446.375	5122.625	6548.375	6454
Ehd4	5073.25	4941.875	5569.375	5011.875	1707.875
Prpf4b	6135	9762.5	3235.875	1556.75	7702.125
Hdlbp	7929.25	7603.375	3960.75	919.5	9404.625
Narfl	3571.5	3445.5	4211.5	3479.5	3376.25
Defb36	3571.5	3445.5	4211.5	3479.5	3376.25
Galnt13	722.75	8403.375	5422.125	10202.5	3842.375
Nsg2	3955.625	8128.875	10091.875	6004.75	222.625
Dlk2	2732.375	3978.75	6658.125	6341.875	6274
Ssna1	4883.875	3215.625	5221.125	4612.625	4512.875
Def8	7631.25	5613.5	4988.125	1576.375	7729.25
Ddost	7643.625	1957.75	3756.25	5577.375	9730.75
Ltv1	5450.25	4590	7900.875	7341.25	1356.875
Gda	3571.5	3445.5	4211.5	3479.5	3376.25
Mrs2	924.125	3307.375	6233.25	8461.125	9649.125
Cndp1	6995.125	6862.375	7342.25	31.5	4208
Maneal	6320	3544.875	6504.25	6045.125	3376.5
Abcg5	3571.5	3445.5	4211.5	3479.5	3376.25
Lrp12	1468.625	5409.875	9587.125	8141.75	3876.75
Hhipl2	3571.5	3445.5	4211.5	3479.5	3376.25
Fus	3558.125	8311	4332.125	5606.875	5863.625
Tm2d1	6710.875	5792.5	4377.25	7680.875	3485.75
Pip5k1a	8068.75	5750.125	2303.625	6463	4249.25
Flnb	1437.25	7446.5	7600.125	6301.5	4398.875
Cfap157	4966.875	4823.5	5461	4891.5	2171.25
Bet1	4564.375	6110.75	6193.875	7093.375	2661.125
Cks1b	3571.5	3445.5	4211.5	3479.5	3376.25
Gnat3	3571.5	3445.5	4211.5	3479.5	3376.25
Yrdc	7683.25	3945.75	2649.5	8713	3878.875
Cyp2f2	3571.5	3445.5	4211.5	3479.5	3376.25
Stx11	3571.5	3445.5	4211.5	3479.5	3376.25
Cwf19l2	3685.25	9196.25	4074.5	5347.375	6739.625
Slc9a2	3571.5	3445.5	4211.5	3479.5	3376.25
Clpb	4640.5	4502.25	3812.375	4537	4421.625
Rem1	3571.5	3445.5	4211.5	3479.5	3376.25
Dyrk3	6589.625	1464.125	6771.75	6316.625	4438.875
Fam57b	4463.625	791.125	7022.75	6553.25	6476.5
Fopnl	4192.875	5988.125	6332	3363.5	5760.375
Shisa6	7317	166.125	3438.25	7233.25	7159.875
H2afy2	1387	3925.875	8279.75	7951.25	6067
Fam212b	8220.125	10182.625	2868.625	6607	603.875
Padi6	3571.5	3445.5	4211.5	3479.5	3376.25
Dnah9	3571.5	3445.5	4211.5	3479.5	3376.25
Slc41a3	1438	3317.875	6087	10022	7749.625
Coro2a	934	5413.75	5811.5	5213	5129.75
Cacng7	9414.25	2963.5	6538.375	8154.75	1551
Aifm2	5870.25	3218.25	5072.25	5587.375	5469.875
Rnf185	6358.5	4370.625	9723.25	2307	5240.125
Cd163	3571.5	3445.5	4211.5	3479.5	3376.25
Csnk2a2	9547.875	6171	1621	3938.25	6309.625
Iws1	6064.125	7763.375	3844.375	1314.25	9542.875
Meis3	3565.875	10141.875	6903.5	7629.75	262.625
Ncoa7	2814.125	6209.25	8812.75	968.25	9794.625
Mettl11b	3571.5	3445.5	4211.5	3479.5	3376.25
Insr	7790.625	10124.25	3531.25	1208.25	5731.75
Cdk2ap2	7187.875	7079.5	1101.875	2649.5	7079
0610010F05Rik	6017.75	1353.25	8433.875	3849.75	8019.625
Zbtb49	7145.75	2269.125	4693.375	6020.125	6738
Cacng8	10880.5	4704.875	2688.25	8875	1770.875
Nans	6339.125	6202.25	5087.125	6003	1990.125
Cox7c	5321.125	3880.5	9980.125	4807.5	5730.5
Stx1a	3571.5	3445.5	4211.5	3479.5	3376.25
Paf1	7808.375	7562	2621.875	2953.875	8968.125
Dmd	4697.875	4559.375	3569.875	4605.625	4482.625
Chd2	8071.625	9637.875	1980	4777.75	3663
Ccdc70	3072.875	4835.25	5301.75	4691.75	4595.25
Trim14	6015.375	5858	6376.25	4439.25	2312.125
Fscn1	4953	4812.125	5466.5	2320.875	4770.25
Rab5b	5510.5	2027.625	8894.75	5737.625	7385.875
Use1	8047	8246.5	3515.875	1806.25	5934.75
Casp6	3571.5	3445.5	4211.5	3479.5	3376.25
Eif2ak4	5591.75	4165	9091.625	5879.75	3598.375
Nsun2	7602.75	5466.875	2258	3938.625	9072.375
Cdt1	3571.5	3445.5	4211.5	3479.5	3376.25
Pdgfc	7466	7312.75	5510.25	6166.375	655.5
Gipc2	5214	1971.75	5526.25	4915.75	4818.375
Egfr	6930.75	6818.125	976.875	6921.25	3389.375
Foxa1	3571.5	3445.5	4211.5	3479.5	3376.25
Cdh15	2660.5	4961.25	5403.625	4784.75	4690.875
Gtf3c6	3571.5	3445.5	4211.5	3479.5	3376.25
Il17a	3571.5	3445.5	4211.5	3479.5	3376.25
Wdr34	3571.5	3445.5	4211.5	3479.5	3376.25
Trmt44	6879.125	6699.375	4997.625	4426.125	4259
Dtymk	5101.625	7836	7423.625	6667.5	2501.375
Sipa1l2	4916.25	4772.125	5408.125	4833.5	2377.75
Atf6	1396.5	6072	4938.5	7390.875	8512
Fndc3a	5571.125	5481.375	9082	5527	3875.5
Chd6	9091.625	6705.875	3293.5	6085.75	3411.875
Trim68	5300.5	5188.125	5807.75	5272.75	725.375
Gnai1	3730	10971	7868.875	789.75	5203.25
Poln	3571.5	3445.5	4211.5	3479.5	3376.25
Urb2	3571.5	3445.5	4211.5	3479.5	3376.25
Lonrf2	577.625	3264.375	7626.625	8088.125	9939.75
Esrrg	7278.375	505.5	3260.375	7172.5	7098.125
Syt5	4915.625	3101.125	5249.25	4643.375	4542.5
Tet3	3231.5	10347.25	6047.875	1288.375	7711.5
Nif3l1	5805.5	5794.75	3423.375	7271.5	4347.375
Fgd6	3571.5	3445.5	4211.5	3479.5	3376.25
Socs4	5366.875	3291.375	8472.625	3273.875	8060.25
Rdh10	3571.5	3445.5	4211.5	3479.5	3376.25
Cldn6	3571.5	3445.5	4211.5	3479.5	3376.25
Il17f	3571.5	3445.5	4211.5	3479.5	3376.25
Lrriq4	3571.5	3445.5	4211.5	3479.5	3376.25
Pax2	5329.75	1444.125	5658.625	5052.375	4958.5
Dpp4	3571.5	3445.5	4211.5	3479.5	3376.25
S100a4	3571.5	3445.5	4211.5	3479.5	3376.25
Swsap1	3571.5	3445.5	4211.5	3479.5	3376.25
Cldn9	2576.375	4988.25	5419.625	4802.5	4708.25
Lrrc34	5497.875	527.25	5890	5305.25	5226.375
Papd7	3810.625	3867.875	4303	9896.625	6760.5
Grifin	3571.5	3445.5	4211.5	3479.5	3376.25
Fezf1	3571.5	3445.5	4211.5	3479.5	3376.25
Gatsl3	5441.375	5327.875	458.75	5387.75	5292
Snrpb	5481.75	6873.5	4230.375	7590.125	2846.625
Lrrk2	7614.375	7467.375	6400	4938.875	846.375
Il23a	3571.5	3445.5	4211.5	3479.5	3376.25
Orc2	5454.375	3123.875	9696.125	8168.75	1978.375
Spint2	5250.375	1820	5561	4953	4858.875
Usp14	4185	7480	6367.75	2337.375	6861.625
Mall	3571.5	3445.5	4211.5	3479.5	3376.25
Ano3	3571.5	3445.5	4211.5	3479.5	3376.25
Dph3	6840.625	3708.25	5536.375	9965.125	719.75
Srd5a1	2060.375	3785.25	6433.5	8718.875	7492.5
Banp	3856.5	6086.5	3444.625	5934.5	5824.5
Myh7	3571.5	3445.5	4211.5	3479.5	3376.25
Lrrc75b	6362.625	5851.375	6656.625	2398.5	4474.5
Fam20c	8297.875	8653.25	3732.875	3229.5	2994
Washc3	7705.75	7555.875	4182	3446.625	5293.75
Cav3	3571.5	3445.5	4211.5	3479.5	3376.25
Chst10	6127.5	5969.75	4970.625	6047.25	1494.75
Dnase1l3	3571.5	3445.5	4211.5	3479.5	3376.25
Sez6l	3225.25	9120.875	9297.5	5733.75	316.625
Dot1l	8976.625	7665	4435.125	2040.5	5302.5
Rfc1	4906	4768.375	5426	2496.25	4725.125
Haus3	4113.625	7161	5247.5	7383	2896.875
Muc15	3571.5	3445.5	4211.5	3479.5	3376.25
Ppil3	4943.875	4800.25	5430.375	4865.75	2245.125
Oxtr	4807.75	4670.5	3110.75	4717	4600.125
Sf3b1	6023.75	9831.375	2057.5	4522.125	5121.75
Ago3	4437.125	5684.75	7613.375	9248.5	1627.875
Fam168b	6119.5	1745.125	9621	7446.5	3473.875
Rasal3	3571.5	3445.5	4211.5	3479.5	3376.25
Dusp10	9191.25	342.875	9363.875	3209	5569.25
Depdc1a	3571.5	3445.5	4211.5	3479.5	3376.25
Dusp12	2058.25	6041.125	6185.25	8458.375	5794.75
Cdk2	3571.5	3445.5	4211.5	3479.5	3376.25
Adck5	3571.5	3445.5	4211.5	3479.5	3376.25
Mfsd9	1957.125	5171.875	5559.25	4954.125	4864.5
Cd82	6959	6839.75	7351	3130	924.25
Tmtc3	889.25	3298.25	7023.125	8085.75	9144.25
Zkscan8	3057.375	7889.75	6205.75	8023.5	3569.5
Cdkl2	5606.25	848.5	9898.5	4064.625	8018.375
Trmu	6078.75	5923.125	6430.5	4301.5	2376.375
Cacng6	3571.5	3445.5	4211.5	3479.5	3376.25
Inha	4894.375	259.25	7118	6663.625	6598.125
Actc1	6647.375	299.25	5484	6483.625	6394.375
Hoxd1	5268.875	5143.25	5785.25	1000.75	5106.5
Ing5	8033.75	7783.125	2577.125	5693.125	3630.875
Dscc1	5721.125	5562.75	3928.375	4399.75	5499.375
Ftcd	5044.375	4913.875	5575.5	1908.625	4874
Gjd2	5490.375	552.375	5882.5	5297.125	5218.5
Rasl10a	4906.5	4777	2675.5	4834.625	4709
Usp22	5653.125	5631.75	3558.75	7034.5	8707.5
Ap2a2	3420.125	5965.75	4158	9521	5538.875
Vwa2	3571.5	3445.5	4211.5	3479.5	3376.25
Slc5a4a	5072.75	394.5	7042.25	6588	6522
Zglp1	6337.5	6198.625	3865.5	6297	1970.375
Apc2	10540.5	5888	1505.75	7762	2473.25
Pmel	3571.5	3445.5	4211.5	3479.5	3376.25
Nt5dc3	6433.375	4089.75	6608.125	6154.625	2305.125
Best3	6979.375	6858	7367.625	3956	272.875
Slc39a1	6149.5	6e3	5420.375	6075.5	1004.5
Shc1	8268.5	3067.375	4109.75	8108	5205.25
Fkbp1a	2291.625	3875.5	6995.875	9098.5	7056.375
Dgka	5268.625	9707.75	3653.875	8512	1199.25
S100a5	4688	4541.875	5184.5	3404.375	4486.875
Tmem243	3820.25	8682.875	3969	6930.75	3345.375
Ptprt	6933.125	2983.125	7134.5	6709	1790
Tyk2	5983.375	5833.625	4330.75	5894.125	2994.5
Klhl32	8888.375	10135.875	5316	789.875	3465.25
Dmtf1	5454	9786.25	3740.75	2018.75	7689.375
Fzd3	2848.125	5365.75	1754.875	10617.5	7974.625
Dtx1	6934.125	2302.375	1799.375	8268.125	8193.125
Cdh16	3571.5	3445.5	4211.5	3479.5	3376.25
Padi4	3571.5	3445.5	4211.5	3479.5	3376.25
Msh3	4087	7369.5	6161.25	2358.875	8258.5
Rwdd4a	4505	6402	5275.625	2459.75	6209.875
Gbx2	3571.5	3445.5	4211.5	3479.5	3376.25
Ankib1	5917.25	6046.25	9738.5	1065.875	5850.625
Dnajb2	8510.25	7365.25	4344	358.625	8174.5
Ap1ar	3742.25	839.75	7185.125	9557.25	7383.375
Rbm11	3571.5	3445.5	4211.5	3479.5	3376.25
Nuggc	3571.5	3445.5	4211.5	3479.5	3376.25
Mvd	9917.25	7685.375	4322.125	628.875	5895.25
Igf2bp1	3571.5	3445.5	4211.5	3479.5	3376.25
Itga3	4831	1653	6683.5	6196.375	6105.5
1110059E24Rik	7489.125	7329.375	4507.75	1906.375	6076.625
Cpa2	3571.5	3445.5	4211.5	3479.5	3376.25
Zyx	3169.5	10250.75	5256.375	5746.625	3578.5
Zfp276	10564.375	8682.5	5420.25	1105.625	2788.375
Lgals3	5370	5263.25	715.875	5326.625	5224.625
Tekt3	3571.5	3445.5	4211.5	3479.5	3376.25
Nadk	3571.5	3445.5	4211.5	3479.5	3376.25
Abcb9	5025.75	2696.25	5347.625	4732.375	4630.125
Cchcr1	4612	4468.5	3930.25	4507.5	4389.5
Epor	6358.875	6226.375	1450.625	6312.125	4568.125
Anapc2	6446.375	5791.75	4163.875	4124.25	6956.875
Lfng	5348.25	5238.625	816.625	5302.625	5201.25
Asb18	5100.5	4980	1862.25	5041.625	4921.375
Mtx2	7998.625	5528	8354.625	2158.125	3651.5
Phactr2	6814.625	80	5140.125	6688.125	6599.875
Dhodh	6364.75	6231.125	2807.5	3196.625	6188.125
Fdx1l	3571.5	3445.5	4211.5	3479.5	3376.25
Naa16	2049	6609.125	7986.375	3636.375	7645.5
Gse1	3353.75	4756.375	5235.125	4629.125	4529.5
Spi1	9122.75	5346.25	300.375	9382.625	3657.75
Ankrd42	5158.75	2199.125	5466.25	4859.25	4758.375
Nr2f6	7558.125	3668.875	2121.625	7293	6269.125
Fyb	4942.75	4812.625	2528	4868.75	4745.75
H13	6302.625	1945.75	7062.5	7858.25	5605.625
Xpnpep1	5917.75	7521	2111	4579.375	8344.25
S100a6	8281.625	10452.75	5922	2681.75	2292.5
Aff4	4108.125	8936	7380.875	5498.875	3669.25
Kifap3	1460.375	3126.25	8351.75	10050.875	5602.25
Rnf216	6835.5	8070.25	3909.75	3419.125	7064.5
Taar5	3571.5	3445.5	4211.5	3479.5	3376.25
Gak	6006.625	5856.375	2857.125	4475.875	5793.875
Ran	3758.25	1040.625	9920.375	8053.25	6027.5
Il22	3571.5	3445.5	4211.5	3479.5	3376.25
Atp6ap2	6617.5	3080.75	7580.5	3300.375	7146.125
Taar6	3571.5	3445.5	4211.5	3479.5	3376.25
Emp3	3571.5	3445.5	4211.5	3479.5	3376.25
Pitpnm1	5317.625	1494	5642.625	5039.875	4935
Zfyve1	5952.375	5802.5	4971.75	2476.375	5743.5
Plpp7	4483.625	1753.5	6096.375	7813.125	7303.25
Il1f5	3571.5	3445.5	4211.5	3479.5	3376.25
Coq10b	3571.5	3445.5	4211.5	3479.5	3376.25
Sstr1	7108.625	6988	7486.25	3746.25	116.375
Tmem35a	4051.75	3250	8289.875	7967.75	4995.625
Gns	5652.625	4228.125	4281.75	7096.125	7819.625
Mcm3	3571.5	3445.5	4211.5	3479.5	3376.25
Eya3	4402.125	1300.625	7969.625	8498.5	6254.625
Scara5	3571.5	3445.5	4211.5	3479.5	3376.25
D2hgdh	10686.625	8643.75	2988.75	4614.5	2549.75
Hpdl	3434	4732.625	5213	4608.625	4510.75
Tpm2	6808.625	8539.375	523.5	9994.375	2583.375
Cdc73	5983	4949.5	7564.875	7324.375	2558.5
Tmem106a	7796.125	7642.5	713.625	5722.25	4203.375
Cnga3	3571.5	3445.5	4211.5	3479.5	3376.25
Gfi1	3571.5	3445.5	4211.5	3479.5	3376.25
B3galt2	9019.5	629.875	5893.75	7211.5	5515.875
B3gnt5	5367.5	2446.375	5136	8419.375	8576
Ttll13	3571.5	3445.5	4211.5	3479.5	3376.25
Bdkrb2	2554.875	4993.5	5424.375	4810	4716.25
Pla2g4e	3571.5	3445.5	4211.5	3479.5	3376.25
Piezo1	3571.5	3445.5	4211.5	3479.5	3376.25
Gatsl2	5900.5	5736.75	6250.75	4969.625	2207.5
Slc10a1	4634.25	4491.25	3829.5	4532.125	4415.625
Ercc3	5263.25	7402.625	1896.375	4407.75	8976.125
Iqsec1	4549	321.625	8544	6530.75	8052.875
Sh3glb2	7693.875	10330.625	6353.375	619.875	3612.25
Limch1	8792	5931.875	3045.25	1204.75	8489.25
Dcdc2a	3571.5	3445.5	4211.5	3479.5	3376.25
Cnmd	6726.375	6598.25	5843.25	4091.375	1434.5
Odf2l	3603.75	995	5797.125	8138.25	10174.375
Mrps34	6218.25	4140.625	2790	5933.625	5805.75
Mtch2	5640.25	7503.25	7850	7878.125	863.125
Ccdc114	3571.5	3445.5	4211.5	3479.5	3376.25
Kcnj3	41.75	3141	7771	7353.75	7305.5
Cenpi	3571.5	3445.5	4211.5	3479.5	3376.25
Tmc2	1116.5	5373.5	5757.75	5164.625	5075.75
Ncbp3	5673.375	7442.75	5268.25	1184	9016.75
Kif5a	2604.625	1007.625	10119.125	7701.125	7857.625
Lmln	7279.125	2371.375	6733.5	4027	6862.875
C1ql3	1351	5326.125	5705.125	5101.5	5014.5
Pter	3571.5	3445.5	4211.5	3479.5	3376.25
Kcnq3	8010.25	819.75	3570.375	7832	6941.25
Gucy1a2	3571.5	3445.5	4211.5	3479.5	3376.25
Cfap97	3571.5	3445.5	4211.5	3479.5	3376.25
Dhx33	7916.75	3677.375	5623.75	6100.75	3960.5
Myot	6634.75	7366.875	7596.625	3435.125	1694.875
Serac1	2088.25	5814.5	10023.25	3537.75	7246.625
Pus10	3571.5	3445.5	4211.5	3479.5	3376.25
Dgkg	5072.625	11057.5	953.625	8538.25	3179.625
Pgc	3571.5	3445.5	4211.5	3479.5	3376.25
Gm136	8320	3169.875	2860.875	8047	7046.5
Tmem208	6432.75	3174.125	7878.875	4080	5549.5
Parp10	4865	4733.25	2860.625	4786.5	4662.25
Lrch3	4919.375	9968.125	7650.25	1962.625	5039
Trappc2l	5930	5783.25	5640.375	1683.75	5724.625
Snx25	361.25	6235.625	7635.25	10172.5	4180.625
Dnajb4	6443.5	738.5	5677.875	7345.125	7261.25
Zbtb7a	3253.5	5991.75	6180.875	5240.25	8268.25
Deptor	5118	4992.75	5646.5	1591.5	4955.625
Tmem182	3571.5	3445.5	4211.5	3479.5	3376.25
Sash3	3571.5	3445.5	4211.5	3479.5	3376.25
Cacna2d1	3523.5	7999.875	8151.5	2310.25	5649.125
Atp7b	1128.5	4529.75	6996.625	6516.25	6439
Sec24b	2800.5	3746	6982.875	9471.5	6321.75
Gm5294	3571.5	3445.5	4211.5	3479.5	3376.25
Aldh3a1	3571.5	3445.5	4211.5	3479.5	3376.25
Dnmt3a	8482	7816.375	4306.375	1857.25	5282
Fsip2	10099.5	1986.5	6631.75	5540.625	3712.25
Fcrlb	3571.5	3445.5	4211.5	3479.5	3376.25
Tmem8	3571.5	3445.5	4211.5	3479.5	3376.25
Fhod1	7394.625	5280.875	1328	7142.625	4786.75
Hs3st2	3571.5	3445.5	4211.5	3479.5	3376.25
Pex13	4099.75	6815.125	5128.625	9042.875	1640.375
Foxc2	3571.5	3445.5	4211.5	3479.5	3376.25
Txndc16	1104.5	4272.875	9617.125	7534	7229.25
Zic3	2485.5	6437.5	1777.125	8412.25	8339.5
Sema4g	5823.5	971.125	4197.25	8542.625	8792.875
Vdac2	5030.25	3069.625	4506.25	8247.375	9416.625
Synj2	8119.875	7993.875	5357	113.625	5825.875
Apoa5	3571.5	3445.5	4211.5	3479.5	3376.25
Pten	352.5	3301.875	8336.875	8736.375	8021.125
Tmem167b	6455.875	3176.375	6996.125	808.25	9598.5
Klhl15	3571.5	3445.5	4211.5	3479.5	3376.25
Hk3	3571.5	3445.5	4211.5	3479.5	3376.25
Ttyh3	4191.875	6708.75	1091.125	6572.75	6478.75
9030624J02Rik	7971.625	9312.375	6337.75	1117.75	3740.25
Nup205	4383	6972	4161.125	6848.375	4416.125
Acox2	4548.25	4404	4176.875	4437	4323.625
Rgl3	3571.5	3445.5	4211.5	3479.5	3376.25
Nr5a2	3571.5	3445.5	4211.5	3479.5	3376.25
Lmnb1	1133	5333.375	6725.5	6245.5	6164
Usp10	5697.5	8068.25	3022.5	7899	3554.875
Hspa13	5757.125	1301	6279.5	6350.625	8203.5
Klhl6	4827	4691.875	3028.75	4736.375	4617.5
Srsf6	6913.625	9553	3848.5	3475.625	3284.625
Lrrc28	1865.75	5390.125	9160.625	8291.25	4023.625
Pcdh8	3571.5	3445.5	4211.5	3479.5	3376.25
Zdhhc9	8593	6554.375	8635.25	208.75	3648.125
Eif2d	9526.375	7504.125	2402.875	3877.75	5426.375
Gapvd1	3677.5	8768.875	5767.875	5368.25	5676.25
Ppp1r21	6015.25	9970.75	4405.5	966.875	6212.375
Iqca	7155.875	1061.75	3185	7000.5	6914.25
Mrpl28	3571.5	3445.5	4211.5	3479.5	3376.25
Trim59	5422.625	5305.125	5925.125	374	5278
Gemin5	3571.5	3445.5	4211.5	3479.5	3376.25
Pus7	4512.5	2022.875	6719.125	6232.125	6143
Comtd1	3571.5	3445.5	4211.5	3479.5	3376.25
Top3b	5947	4012.625	4538.25	7140.5	6910.75
Gpr137c	388.25	7582	10873.125	5491.125	4599.875
Rdm1	3571.5	3445.5	4211.5	3479.5	3376.25
Myrf	6776.125	6640.75	7121.875	86.25	4809.25
Reg3g	3571.5	3445.5	4211.5	3479.5	3376.25
Rnf13	5785.5	8481.125	6516.25	1181.625	4869.5
Pigo	6168.875	5985.75	2473.75	4090	7909
Tbc1d32	7824.25	4242.5	7150.25	2966.5	4200.25
Il1f10	3571.5	3445.5	4211.5	3479.5	3376.25
Fbln5	3571.5	3445.5	4211.5	3479.5	3376.25
Pycard	3571.5	3445.5	4211.5	3479.5	3376.25
Hmox1	4676	4533.875	3657.875	4575.375	4455
Taar9	3571.5	3445.5	4211.5	3479.5	3376.25
Neb	3571.5	3445.5	4211.5	3479.5	3376.25
Rcc1l	3571.5	3445.5	4211.5	3479.5	3376.25
Rpe65	3571.5	3445.5	4211.5	3479.5	3376.25
Pmp22	9106.875	9012.625	4615.5	616.5	3712.875
Il17c	3571.5	3445.5	4211.5	3479.5	3376.25
Fcrla	3571.5	3445.5	4211.5	3479.5	3376.25
L3mbtl1	8143.625	7700.5	7840.875	1276	3510.125
Foxf1	3571.5	3445.5	4211.5	3479.5	3376.25
Pla2g3	3571.5	3445.5	4211.5	3479.5	3376.25
Sec23a	3934.875	5696.625	6576.375	6856	7148.75
Ildr2	8640.875	10081.25	3510.625	5893.5	297.5
Ccsap	750.5	8506.75	9919.5	3694.5	5604.25
Rnf19b	6447.5	822.75	4534	7665.625	7581.75
Ing2	6086.75	5947.375	5107.25	6006.625	1452.375
Pdgfa	5260.75	5137.25	5784.125	1016	5112
Mturn	7213.75	5990.625	4489.5	912.75	10164.5
Inpp5j	3118.75	2290.5	7043.875	6566.625	6488.625
Cct2	4244.875	5686.875	7670.875	9722.75	891.625
Spata2l	8071.875	7461.75	5084.875	3888.375	2116.875
Pgrmc2	1273.375	7713.625	9109	7746.625	3702.5
Rhou	7205.375	7095.625	7567.5	63.25	3507.75
Arl4d	4615.5	4470.25	3910.5	4512.5	4395
Pde7a	3482.875	5659	10375.125	1697.375	7163.75
Cpa4	3571.5	3445.5	4211.5	3479.5	3376.25
Pglyrp4	3571.5	3445.5	4211.5	3479.5	3376.25
Fnbp1l	4913.625	8087.625	360.75	7960.625	6212.125
Acsf3	5011.375	8075.125	4625	3884.875	7138.875
